"Timestamp","HostName","Protocol","State","CreationTime","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/25/2019 4:46:35 PM","::","59852","::","0","9468"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:59 AM","::","58594","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:44 AM","::","58535","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:44 AM","::","58534","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:37 AM","::","58502","::","0","9468"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:23 AM","::","58451","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:23 AM","::","58450","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 9:53:31 AM","::","55514","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 9:52:39 AM","::","55511","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 9:48:46 AM","::","55504","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 9:41:16 AM","::","55279","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 9:33:46 AM","::","55191","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54619","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54618","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54617","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54616","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54614","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54613","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54611","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:54 AM","::","54604","::","0","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:54 AM","::","54603","::","0","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:53 AM","::","54602","::","0","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:16:51 AM","::","52447","::","0","9468"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:16:06 AM","::","52417","::","0","2660"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:15:57 AM","::","52410","::","0","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:15:52 AM","::","52397","::","0","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:15:49 AM","::","52388","::","0","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Bound","8/26/2019 6:15:47 AM","::","52387","::","0","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:59 AM","::1","58594","::1","4899","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:44 AM","::1","58535","::1","5151","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:44 AM","::1","58534","::1","4243","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:37 AM","::1","58502","::1","5050","9468"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:23 AM","::1","58451","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 5:57:23 AM","::1","58450","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 9:53:31 AM","::1","55514","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 9:52:39 AM","::1","55511","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 9:48:46 AM","::1","55504","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 9:41:16 AM","::1","55279","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 9:33:46 AM","::1","55191","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:50:11 AM","::1","54619","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:50:11 AM","::1","54618","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:50:11 AM","::1","54617","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:50:11 AM","::1","54616","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:55 AM","::1","54614","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:55 AM","::1","54613","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:55 AM","::1","54611","::1","4432","5952"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:54 AM","::1","54604","::1","4432","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:54 AM","::1","54603","::1","4432","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/22/2019 3:49:53 AM","::1","54602","::1","4432","7132"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 6:16:06 AM","::1","52417","::1","4242","2660"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 6:15:52 AM","::1","52397","::1","4242","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 6:15:49 AM","::1","52388","::1","4432","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Established","8/26/2019 6:15:47 AM","::1","52387","::1","4432","5028"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:39 AM","::","49671","::","0","580"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:33 AM","::","49670","::","0","564"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:32 AM","::","49669","::","0","1364"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:32 AM","::","49668","::","0","1780"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:32 AM","::","49667","::","0","628"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:32 AM","::","49666","::","0","580"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:31 AM","::","49665","::","0","952"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:29 AM","::","49664","::","0","456"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/2/2019 3:55:33 AM","::","47001","::","0","4"
"20190826T095502+0200","QLIKSERVER1","TCP","Listen","8/26/2019 6:16:09 AM","::","46277","::","0","3740"
