"Timestamp","HostName","Protocol","State","CreationTime","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/26/2019 6:26:19 AM","::","61960","::","0","5048"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/26/2019 6:18:36 AM","::","61856","::","0","7700"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/26/2019 6:18:19 AM","::","61821","::","0","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/26/2019 6:17:56 AM","::","61812","::","0","1492"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/22/2019 6:21:04 AM","::","61110","::","0","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/22/2019 6:03:18 AM","::","60969","::","0","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Bound","8/22/2019 6:03:18 AM","::","60968","::","0","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","TimeWait","1/1/1601 1:00:00 AM","::1","63787","::1","47001","0"
"20190826T095316+0200","QLIKSERVER2","TCP","TimeWait","1/1/1601 1:00:00 AM","::1","63786","::1","47001","0"
"20190826T095316+0200","QLIKSERVER2","TCP","TimeWait","1/1/1601 1:00:00 AM","::1","63777","::1","47001","0"
"20190826T095316+0200","QLIKSERVER2","TCP","Established","8/26/2019 6:18:36 AM","::1","61856","::1","4242","7700"
"20190826T095316+0200","QLIKSERVER2","TCP","Established","8/26/2019 6:17:56 AM","::1","61812","::1","4242","1492"
"20190826T095316+0200","QLIKSERVER2","TCP","Established","8/22/2019 6:21:04 AM","::1","61110","::1","4899","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Established","8/22/2019 6:03:18 AM","::1","60969","::1","5151","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Established","8/22/2019 6:03:18 AM","::1","60968","::1","4243","3272"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:46 AM","::","49671","::","0","588"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:42 AM","::","49670","::","0","572"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:41 AM","::","49669","::","0","1440"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:41 AM","::","49668","::","0","1836"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:41 AM","::","49667","::","0","680"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:41 AM","::","49666","::","0","588"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:39 AM","::","49665","::","0","948"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:37 AM","::","49664","::","0","460"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/2/2019 3:55:42 AM","::","47001","::","0","4"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:12 AM","::","46277","::","0","4480"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:37 AM","::","21060","::","0","3916"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:17:54 AM","::","9200","::","0","1492"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:31 AM","::","9098","::","0","844"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:28 AM","::","9090","::","0","932"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:32 AM","::","9080","::","0","7788"
"20190826T095316+0200","QLIKSERVER2","TCP","Listen","8/26/2019 6:18:17 AM","::","9079","::","0","4184"
