"Timestamp","HostName","Protocol","State","CreationTime","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"20190826T081200+0200","QLIKSERVER3","TCP","Bound","8/26/2019 6:26:20 AM","::","64889","::","0","4460"
"20190826T081200+0200","QLIKSERVER3","TCP","Bound","8/26/2019 6:20:26 AM","::","64822","::","0","6568"
"20190826T081200+0200","QLIKSERVER3","TCP","Bound","8/26/2019 6:20:06 AM","::","64803","::","0","4764"
"20190826T081200+0200","QLIKSERVER3","TCP","Bound","8/22/2019 6:03:35 AM","::","53885","::","0","6568"
"20190826T081200+0200","QLIKSERVER3","TCP","Bound","8/22/2019 6:03:35 AM","::","53884","::","0","6568"
"20190826T081200+0200","QLIKSERVER3","TCP","Established","8/26/2019 6:20:06 AM","::1","64803","::1","4242","4764"
"20190826T081200+0200","QLIKSERVER3","TCP","Established","8/22/2019 6:03:35 AM","::1","53885","::1","5151","6568"
"20190826T081200+0200","QLIKSERVER3","TCP","Established","8/22/2019 6:03:35 AM","::1","53884","::1","4243","6568"
"20190826T081200+0200","QLIKSERVER3","TCP","TimeWait","1/1/1601 1:00:00 AM","::1","49801","::1","47001","0"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:12 AM","::","49671","::","0","1372"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:09 AM","::","49670","::","0","556"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:07 AM","::","49669","::","0","1792"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:06 AM","::","49668","::","0","1096"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:06 AM","::","49667","::","0","584"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:06 AM","::","49666","::","0","584"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:02 AM","::","49665","::","0","944"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:55:57 AM","::","49664","::","0","448"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:09 AM","::","47001","::","0","4"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:23 AM","::","46277","::","0","348"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:04 AM","::","9200","::","0","4764"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:41 AM","::","9098","::","0","8060"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:22 AM","::","9090","::","0","5024"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:45 AM","::","9080","::","0","1212"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:13 AM","::","9079","::","0","808"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:32 AM","::","9041","::","0","2032"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:07 AM","::","9032","::","0","5040"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:19 AM","::","9031","::","0","5856"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:35 AM","::","9028","::","0","7948"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/2/2019 3:56:09 AM","::","5985","::","0","4"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/26/2019 6:20:16 AM","::","5929","::","0","5764"
"20190826T081200+0200","QLIKSERVER3","TCP","Listen","8/22/2019 6:03:27 AM","::","5252","::","0","4"
