"Timestamp","HostName","Protocol","State","CreationTime","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/25/2019 4:46:35 PM","::","59852","::","0","9468"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 6:46:34 AM","::","58938","::","0","9468"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:58:02 AM","::","58601","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:59 AM","::","58594","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:46 AM","::","58551","::","0","4600"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:44 AM","::","58535","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:44 AM","::","58534","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:37 AM","::","58502","::","0","9468"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:29 AM","::","58466","::","0","11068"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:23 AM","::","58451","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:23 AM","::","58450","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:14 AM","::","58432","::","0","11068"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 5:57:13 AM","::","58430","::","0","11068"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54619","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54618","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54617","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:50:11 AM","::","54616","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54614","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54613","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:55 AM","::","54611","::","0","5952"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:54 AM","::","54604","::","0","7132"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:54 AM","::","54603","::","0","7132"
"20190826T061003+0200","QLIKSERVER1","TCP","Bound","8/22/2019 3:49:53 AM","::","54602","::","0","7132"
